--- SUPER REALISTIC AUDIT ---
2026-01-13 13:30:00+00:00 | EUR_USD | SHORT | Raw:-1000.00 | Real:-1301.20 | SL
2026-02-23 14:05:00+00:00 | GBP_USD | SHORT | Raw:-1040.95 | Real:-1694.11 | SL
2026-02-23 15:50:00+00:00 | GBP_USD | LONG | Raw:-1030.54 | Real:-1677.17 | SL
2026-02-23 16:40:00+00:00 | GBP_USD | SHORT | Raw:-1020.23 | Real:-1660.40 | SL
2026-02-24 15:30:00+00:00 | GBP_USD | SHORT | Raw:-1010.03 | Real:-1643.79 | SL
2026-02-24 21:00:00+00:00 | GBP_USD | LONG | Raw:-999.93 | Real:-1627.35 | SL
2026-02-25 00:55:00+00:00 | GBP_USD | SHORT | Raw:-989.93 | Real:-1611.08 | SL
2026-02-25 11:15:00+00:00 | GBP_USD | LONG | Raw:-980.03 | Real:-1594.97 | SL
2026-02-25 17:00:00+00:00 | GBP_USD | LONG | Raw:2910.70 | Real:2318.08 | TP
2026-02-26 08:00:00+00:00 | GBP_USD | LONG | Raw:-999.34 | Real:-1626.39 | SL
2026-02-26 12:55:00+00:00 | GBP_USD | SHORT | Raw:-989.35 | Real:-1610.13 | SL
2026-02-26 15:25:00+00:00 | GBP_USD | SHORT | Raw:2938.36 | Real:2340.11 | TP
2026-02-26 17:45:00+00:00 | GBP_USD | SHORT | Raw:3026.51 | Real:2410.31 | TP
2026-02-26 19:05:00+00:00 | GBP_USD | SHORT | Raw:-1039.10 | Real:-1691.10 | SL
2026-02-27 08:05:00+00:00 | GBP_USD | SHORT | Raw:-1028.71 | Real:-1674.19 | SL
2026-02-27 14:35:00+00:00 | GBP_USD | SHORT | Raw:-1018.42 | Real:-1657.45 | SL
2026-02-27 19:20:00+00:00 | GBP_USD | SHORT | Raw:-1008.24 | Real:-1640.88 | SL
2026-03-02 00:00:00+00:00 | GBP_USD | LONG | Raw:-998.16 | Real:-1624.47 | SL
2026-03-02 01:00:00+00:00 | GBP_USD | SHORT | Raw:-988.17 | Real:-1608.22 | SL
2026-03-02 01:35:00+00:00 | GBP_USD | SHORT | Raw:-978.29 | Real:-1592.14 | SL
2026-03-02 06:15:00+00:00 | GBP_USD | SHORT | Raw:2905.53 | Real:2313.96 | TP
2026-03-02 08:20:00+00:00 | GBP_USD | SHORT | Raw:2992.70 | Real:2383.38 | TP
2026-03-02 13:55:00+00:00 | GBP_USD | LONG | Raw:-1027.49 | Real:-1672.21 | SL
2026-03-02 15:35:00+00:00 | GBP_USD | LONG | Raw:-1017.22 | Real:-1655.49 | SL
2026-03-02 17:05:00+00:00 | GBP_USD | SHORT | Raw:-1007.05 | Real:-1638.93 | SL
2026-03-02 20:15:00+00:00 | GBP_USD | LONG | Raw:-996.97 | Real:-1622.54 | SL
2026-03-03 02:20:00+00:00 | GBP_USD | LONG | Raw:-987.01 | Real:-1606.32 | SL
2026-03-03 04:45:00+00:00 | GBP_USD | LONG | Raw:-977.14 | Real:-1590.25 | SL
2026-03-03 07:35:00+00:00 | GBP_USD | SHORT | Raw:2902.09 | Real:2311.23 | TP
2026-03-03 09:35:00+00:00 | GBP_USD | SHORT | Raw:2989.15 | Real:2380.56 | TP
2026-03-03 12:10:00+00:00 | GBP_USD | SHORT | Raw:-1026.28 | Real:-1670.23 | SL
2026-03-03 16:05:00+00:00 | GBP_USD | SHORT | Raw:-1016.01 | Real:-1653.53 | SL
2026-03-03 16:45:00+00:00 | GBP_USD | SHORT | Raw:-1005.85 | Real:-1636.99 | SL
2026-03-03 17:45:00+00:00 | GBP_USD | SHORT | Raw:-995.79 | Real:-1620.62 | SL
2026-03-03 19:30:00+00:00 | GBP_USD | LONG | Raw:-985.84 | Real:-1604.42 | SL
2026-03-04 00:05:00+00:00 | GBP_USD | LONG | Raw:-975.98 | Real:-1588.37 | SL
2026-03-04 00:40:00+00:00 | GBP_USD | LONG | Raw:-966.22 | Real:-1572.49 | SL
2026-03-04 06:00:00+00:00 | GBP_USD | LONG | Raw:-956.56 | Real:-1556.76 | SL
2026-03-04 10:05:00+00:00 | GBP_USD | LONG | Raw:2840.97 | Real:2262.55 | TP
2026-03-04 11:55:00+00:00 | GBP_USD | LONG | Raw:-975.40 | Real:-1587.43 | SL
2026-03-04 13:05:00+00:00 | GBP_USD | SHORT | Raw:-965.65 | Real:-1571.56 | SL
2026-03-04 13:50:00+00:00 | GBP_USD | LONG | Raw:-955.99 | Real:-1555.84 | SL
2026-03-04 17:25:00+00:00 | GBP_USD | LONG | Raw:-946.43 | Real:-1540.28 | SL
2026-03-05 04:00:00+00:00 | GBP_USD | LONG | Raw:-936.97 | Real:-1524.88 | SL
2026-03-05 06:50:00+00:00 | GBP_USD | SHORT | Raw:-927.60 | Real:-1509.63 | SL
2026-03-05 07:35:00+00:00 | GBP_USD | SHORT | Raw:-918.32 | Real:-1494.54 | SL
2026-03-05 09:05:00+00:00 | GBP_USD | SHORT | Raw:-909.14 | Real:-1479.59 | SL
2026-03-05 09:35:00+00:00 | GBP_USD | LONG | Raw:-900.05 | Real:-1464.79 | SL
2026-03-05 13:45:00+00:00 | GBP_USD | LONG | Raw:-891.05 | Real:-1450.15 | SL
2026-03-05 14:05:00+00:00 | GBP_USD | SHORT | Raw:-882.13 | Real:-1435.65 | SL
2026-03-05 16:30:00+00:00 | GBP_USD | SHORT | Raw:2619.94 | Real:2086.52 | TP
2026-03-06 09:30:00+00:00 | GBP_USD | LONG | Raw:-899.51 | Real:-1463.93 | SL
2026-03-06 12:10:00+00:00 | GBP_USD | LONG | Raw:-890.52 | Real:-1449.29 | SL
2026-03-06 13:10:00+00:00 | GBP_USD | SHORT | Raw:-881.61 | Real:-1434.80 | SL
2026-03-06 15:00:00+00:00 | GBP_USD | SHORT | Raw:-872.80 | Real:-1420.45 | SL
2026-03-06 16:20:00+00:00 | GBP_USD | LONG | Raw:2592.21 | Real:2064.43 | TP
2026-03-09 00:00:00+00:00 | GBP_USD | LONG | Raw:-889.99 | Real:-1448.43 | SL
2026-03-09 02:10:00+00:00 | GBP_USD | SHORT | Raw:-881.09 | Real:-1433.95 | SL
2026-03-09 02:40:00+00:00 | GBP_USD | SHORT | Raw:-872.28 | Real:-1419.61 | SL
2026-03-09 05:20:00+00:00 | GBP_USD | SHORT | Raw:-863.56 | Real:-1405.41 | SL
2026-03-09 05:45:00+00:00 | GBP_USD | SHORT | Raw:-854.92 | Real:-1391.36 | SL
2026-03-09 09:30:00+00:00 | GBP_USD | SHORT | Raw:-846.37 | Real:-1377.44 | SL
2026-03-09 14:05:00+00:00 | GBP_USD | LONG | Raw:-837.91 | Real:-1363.67 | SL
2026-03-09 19:45:00+00:00 | GBP_USD | LONG | Raw:2488.59 | Real:1981.91 | TP
2026-03-09 23:40:00+00:00 | GBP_USD | LONG | Raw:-854.42 | Real:-1390.53 | SL
2026-03-10 02:55:00+00:00 | GBP_USD | LONG | Raw:-845.87 | Real:-1376.63 | SL
2026-03-10 07:25:00+00:00 | GBP_USD | LONG | Raw:2512.24 | Real:2000.75 | TP
2026-03-10 12:05:00+00:00 | GBP_USD | LONG | Raw:-862.53 | Real:-1403.75 | SL
2026-03-10 18:15:00+00:00 | GBP_USD | LONG | Raw:-853.91 | Real:-1389.71 | SL
2026-03-11 03:00:00+00:00 | GBP_USD | SHORT | Raw:-845.37 | Real:-1375.81 | SL
2026-03-11 07:20:00+00:00 | GBP_USD | LONG | Raw:-836.92 | Real:-1362.05 | SL
2026-03-11 10:20:00+00:00 | GBP_USD | SHORT | Raw:-828.55 | Real:-1348.43 | SL
2026-03-11 12:30:00+00:00 | GBP_USD | LONG | Raw:-820.26 | Real:-1334.95 | SL
2026-03-11 14:00:00+00:00 | GBP_USD | SHORT | Raw:-812.06 | Real:-1321.60 | SL
2026-03-11 17:25:00+00:00 | GBP_USD | SHORT | Raw:-803.94 | Real:-1308.38 | SL
2026-03-12 00:10:00+00:00 | GBP_USD | SHORT | Raw:2387.70 | Real:1901.56 | TP
2026-03-12 11:30:00+00:00 | GBP_USD | SHORT | Raw:-819.78 | Real:-1334.16 | SL
2026-03-12 12:05:00+00:00 | GBP_USD | LONG | Raw:-811.58 | Real:-1320.82 | SL
2026-03-12 13:05:00+00:00 | GBP_USD | SHORT | Raw:-803.46 | Real:-1307.61 | SL
2026-03-13 04:55:00+00:00 | GBP_USD | SHORT | Raw:2386.28 | Real:1900.44 | TP
2026-03-13 07:20:00+00:00 | GBP_USD | SHORT | Raw:2457.87 | Real:1957.45 | TP
2026-03-13 15:40:00+00:00 | GBP_USD | SHORT | Raw:2531.61 | Real:2016.17 | TP
2026-03-16 00:20:00+00:00 | GBP_USD | SHORT | Raw:-869.19 | Real:-1414.57 | SL
2026-03-16 10:20:00+00:00 | GBP_USD | SHORT | Raw:-860.49 | Real:-1400.43 | SL
2026-03-16 18:25:00+00:00 | GBP_USD | LONG | Raw:2555.67 | Real:2035.33 | TP
2026-03-16 20:55:00+00:00 | GBP_USD | LONG | Raw:-877.45 | Real:-1428.01 | SL
2026-03-17 05:50:00+00:00 | GBP_USD | LONG | Raw:-868.67 | Real:-1413.73 | SL
2026-03-17 06:40:00+00:00 | GBP_USD | SHORT | Raw:-859.98 | Real:-1399.60 | SL
2026-03-17 07:25:00+00:00 | GBP_USD | SHORT | Raw:-851.38 | Real:-1385.60 | SL
2026-03-17 08:40:00+00:00 | GBP_USD | SHORT | Raw:-842.87 | Real:-1371.74 | SL
2026-03-18 06:20:00+00:00 | GBP_USD | LONG | Raw:2503.33 | Real:1993.65 | TP
2026-03-18 07:35:00+00:00 | GBP_USD | LONG | Raw:-859.48 | Real:-1398.77 | SL
2026-03-18 09:45:00+00:00 | GBP_USD | SHORT | Raw:-850.88 | Real:-1384.78 | SL
2026-03-18 12:05:00+00:00 | GBP_USD | LONG | Raw:-842.37 | Real:-1370.93 | SL
2026-03-18 14:05:00+00:00 | GBP_USD | SHORT | Raw:-833.95 | Real:-1357.22 | SL
2026-03-18 14:50:00+00:00 | GBP_USD | SHORT | Raw:-825.61 | Real:-1343.65 | SL
2026-03-18 17:35:00+00:00 | GBP_USD | SHORT | Raw:-817.35 | Real:-1330.21 | SL
2026-03-18 20:10:00+00:00 | GBP_USD | SHORT | Raw:2427.54 | Real:1933.29 | TP
2026-03-19 00:55:00+00:00 | GBP_USD | SHORT | Raw:-833.45 | Real:-1356.42 | SL
2026-03-19 02:20:00+00:00 | GBP_USD | SHORT | Raw:-825.12 | Real:-1342.86 | SL
2026-03-19 12:00:00+00:00 | GBP_USD | SHORT | Raw:-816.87 | Real:-1329.43 | SL
2026-03-19 17:20:00+00:00 | GBP_USD | LONG | Raw:2426.10 | Real:1932.15 | TP
2026-03-19 19:05:00+00:00 | GBP_USD | LONG | Raw:2498.88 | Real:1990.11 | TP
2026-03-19 19:20:00+00:00 | GBP_USD | LONG | Raw:-857.95 | Real:-1396.28 | SL
2026-03-19 23:15:00+00:00 | GBP_USD | LONG | Raw:-849.37 | Real:-1382.32 | SL
2026-03-20 03:00:00+00:00 | GBP_USD | LONG | Raw:-840.88 | Real:-1368.50 | SL
2026-03-20 09:50:00+00:00 | GBP_USD | LONG | Raw:-832.47 | Real:-1354.81 | SL
2026-03-20 11:40:00+00:00 | GBP_USD | SHORT | Raw:-824.14 | Real:-1341.27 | SL
2026-03-20 14:05:00+00:00 | GBP_USD | SHORT | Raw:2447.71 | Real:1949.35 | TP
2026-03-20 15:20:00+00:00 | GBP_USD | SHORT | Raw:-840.38 | Real:-1367.69 | SL
2026-03-23 06:15:00+00:00 | GBP_USD | SHORT | Raw:2495.93 | Real:1987.75 | TP
2026-03-23 07:35:00+00:00 | GBP_USD | SHORT | Raw:-856.93 | Real:-1394.63 | SL
2026-03-23 08:05:00+00:00 | GBP_USD | SHORT | Raw:-848.36 | Real:-1380.69 | SL
2026-03-23 11:05:00+00:00 | GBP_USD | SHORT | Raw:-839.88 | Real:-1366.88 | SL
2026-03-23 11:20:00+00:00 | GBP_USD | LONG | Raw:-831.48 | Real:-1353.21 | SL
2026-03-23 13:15:00+00:00 | GBP_USD | LONG | Raw:-823.17 | Real:-1339.68 | SL
2026-03-23 14:50:00+00:00 | GBP_USD | LONG | Raw:-814.94 | Real:-1326.28 | SL
2026-03-23 15:15:00+00:00 | GBP_USD | LONG | Raw:-806.79 | Real:-1313.02 | SL
2026-03-23 18:30:00+00:00 | GBP_USD | LONG | Raw:2396.16 | Real:1908.30 | TP
2026-03-24 00:05:00+00:00 | GBP_USD | LONG | Raw:-822.68 | Real:-1338.88 | SL
2026-03-24 01:00:00+00:00 | GBP_USD | LONG | Raw:-814.45 | Real:-1325.50 | SL
2026-03-24 04:15:00+00:00 | GBP_USD | LONG | Raw:-806.31 | Real:-1312.24 | SL
2026-03-24 07:10:00+00:00 | GBP_USD | LONG | Raw:2394.74 | Real:1907.17 | TP
2026-03-24 17:05:00+00:00 | GBP_USD | SHORT | Raw:2466.58 | Real:1964.38 | TP
2026-03-24 17:55:00+00:00 | GBP_USD | SHORT | Raw:-846.86 | Real:-1378.23 | SL
2026-03-24 18:30:00+00:00 | GBP_USD | SHORT | Raw:-838.39 | Real:-1364.45 | SL
2026-03-25 03:55:00+00:00 | GBP_USD | LONG | Raw:-830.01 | Real:-1350.81 | SL
2026-03-25 08:10:00+00:00 | GBP_USD | SHORT | Raw:-821.71 | Real:-1337.30 | SL
2026-03-25 13:45:00+00:00 | GBP_USD | LONG | Raw:-813.49 | Real:-1323.93 | SL
2026-03-25 15:00:00+00:00 | GBP_USD | SHORT | Raw:-805.35 | Real:-1310.69 | SL
2026-03-26 11:45:00+00:00 | GBP_USD | SHORT | Raw:2391.90 | Real:1904.91 | TP
2026-03-26 13:10:00+00:00 | GBP_USD | SHORT | Raw:-821.22 | Real:-1336.51 | SL
2026-03-26 17:40:00+00:00 | GBP_USD | LONG | Raw:-813.01 | Real:-1323.14 | SL
2026-03-26 20:10:00+00:00 | GBP_USD | SHORT | Raw:-804.88 | Real:-1309.91 | SL
2026-03-27 11:45:00+00:00 | GBP_USD | SHORT | Raw:2390.49 | Real:1903.78 | TP
2026-03-27 13:35:00+00:00 | GBP_USD | SHORT | Raw:-820.73 | Real:-1335.72 | SL
2026-03-27 15:30:00+00:00 | GBP_USD | SHORT | Raw:-812.53 | Real:-1322.36 | SL
2026-03-30 13:30:00+00:00 | GBP_USD | SHORT | Raw:2413.20 | Real:1921.88 | TP
2026-03-31 01:30:00+00:00 | GBP_USD | SHORT | Raw:-828.53 | Real:-1348.41 | SL
2026-03-31 05:50:00+00:00 | GBP_USD | SHORT | Raw:-820.25 | Real:-1334.93 | SL
2026-03-31 13:15:00+00:00 | GBP_USD | LONG | Raw:2436.14 | Real:1940.14 | TP
2026-03-31 14:40:00+00:00 | GBP_USD | LONG | Raw:-836.41 | Real:-1361.22 | SL
2026-03-31 15:10:00+00:00 | GBP_USD | SHORT | Raw:-828.04 | Real:-1347.61 | SL
2026-04-01 06:20:00+00:00 | GBP_USD | LONG | Raw:2459.29 | Real:1958.58 | TP
2026-04-01 07:45:00+00:00 | GBP_USD | LONG | Raw:-844.36 | Real:-1374.16 | SL
2026-04-01 11:55:00+00:00 | GBP_USD | LONG | Raw:2507.73 | Real:1997.16 | TP
2026-04-01 19:15:00+00:00 | GBP_USD | LONG | Raw:-860.99 | Real:-1401.23 | SL
2026-04-02 01:05:00+00:00 | GBP_USD | LONG | Raw:-852.38 | Real:-1387.22 | SL
2026-04-02 04:35:00+00:00 | GBP_USD | SHORT | Raw:2531.57 | Real:2016.14 | TP
2026-04-02 14:55:00+00:00 | GBP_USD | SHORT | Raw:-869.17 | Real:-1414.55 | SL
2026-01-23 16:15:00+00:00 | XAU_USD | LONG | Raw:2581.44 | Real:2567.10 | TP
2026-01-23 18:45:00+00:00 | XAU_USD | LONG | Raw:-886.29 | Real:-905.49 | SL
2026-01-25 23:05:00+00:00 | XAU_USD | LONG | Raw:2632.29 | Real:2617.67 | TP
2026-01-26 06:45:00+00:00 | XAU_USD | LONG | Raw:2711.26 | Real:2696.20 | TP
2026-01-26 13:00:00+00:00 | XAU_USD | LONG | Raw:-930.87 | Real:-951.03 | SL
2026-01-26 18:10:00+00:00 | XAU_USD | LONG | Raw:-921.56 | Real:-941.52 | SL
2026-01-26 19:00:00+00:00 | XAU_USD | LONG | Raw:-912.34 | Real:-932.11 | SL
2026-01-26 19:45:00+00:00 | XAU_USD | SHORT | Raw:2709.66 | Real:2694.61 | TP
2026-01-27 01:40:00+00:00 | XAU_USD | LONG | Raw:-930.32 | Real:-950.47 | SL
2026-01-27 14:15:00+00:00 | XAU_USD | LONG | Raw:-921.01 | Real:-940.96 | SL
2026-01-27 20:50:00+00:00 | XAU_USD | LONG | Raw:2735.41 | Real:2720.21 | TP
2026-01-28 01:10:00+00:00 | XAU_USD | LONG | Raw:-939.16 | Real:-959.50 | SL
2026-01-28 01:55:00+00:00 | XAU_USD | LONG | Raw:-929.76 | Real:-949.91 | SL
2026-01-28 08:45:00+00:00 | XAU_USD | LONG | Raw:-920.47 | Real:-940.41 | SL
2026-01-28 15:05:00+00:00 | XAU_USD | LONG | Raw:-911.26 | Real:-931.00 | SL
2026-01-28 18:30:00+00:00 | XAU_USD | LONG | Raw:-902.15 | Real:-921.69 | SL
2026-01-28 23:20:00+00:00 | XAU_USD | LONG | Raw:-893.13 | Real:-912.48 | SL
2026-01-28 23:45:00+00:00 | XAU_USD | LONG | Raw:-884.20 | Real:-903.35 | SL
2026-01-29 05:20:00+00:00 | XAU_USD | LONG | Raw:-875.35 | Real:-894.32 | SL
2026-01-29 06:45:00+00:00 | XAU_USD | LONG | Raw:-866.60 | Real:-885.37 | SL
2026-01-29 10:30:00+00:00 | XAU_USD | LONG | Raw:-857.94 | Real:-876.52 | SL
2026-01-29 14:45:00+00:00 | XAU_USD | LONG | Raw:-849.36 | Real:-867.76 | SL
2026-01-29 15:10:00+00:00 | XAU_USD | SHORT | Raw:-840.86 | Real:-859.08 | SL
2026-01-29 15:35:00+00:00 | XAU_USD | SHORT | Raw:-832.45 | Real:-850.49 | SL
2026-01-29 20:50:00+00:00 | XAU_USD | LONG | Raw:2472.39 | Real:2458.66 | TP
2026-01-29 23:10:00+00:00 | XAU_USD | LONG | Raw:-848.85 | Real:-867.24 | SL
2026-01-30 01:20:00+00:00 | XAU_USD | SHORT | Raw:-840.36 | Real:-858.57 | SL
2026-01-30 02:20:00+00:00 | XAU_USD | SHORT | Raw:-831.96 | Real:-849.98 | SL
2026-01-30 05:10:00+00:00 | XAU_USD | SHORT | Raw:-823.64 | Real:-841.48 | SL
2026-01-30 09:15:00+00:00 | XAU_USD | SHORT | Raw:-815.40 | Real:-833.07 | SL
2026-01-30 11:55:00+00:00 | XAU_USD | SHORT | Raw:-807.25 | Real:-824.74 | SL
2026-01-30 13:20:00+00:00 | XAU_USD | SHORT | Raw:2397.53 | Real:2384.22 | TP
2026-01-30 15:00:00+00:00 | XAU_USD | SHORT | Raw:2469.46 | Real:2455.74 | TP
2026-01-30 17:15:00+00:00 | XAU_USD | SHORT | Raw:-847.85 | Real:-866.21 | SL
2026-02-02 03:15:00+00:00 | XAU_USD | SHORT | Raw:2518.11 | Real:2504.12 | TP
2026-02-02 05:50:00+00:00 | XAU_USD | SHORT | Raw:-864.55 | Real:-883.28 | SL
2026-02-02 19:50:00+00:00 | XAU_USD | LONG | Raw:-855.91 | Real:-874.45 | SL
2026-02-02 23:25:00+00:00 | XAU_USD | LONG | Raw:2542.04 | Real:2527.92 | TP
2026-02-03 07:45:00+00:00 | XAU_USD | LONG | Raw:-872.77 | Real:-891.67 | SL
2026-02-03 10:55:00+00:00 | XAU_USD | LONG | Raw:-864.04 | Real:-882.76 | SL
2026-02-03 16:50:00+00:00 | XAU_USD | LONG | Raw:-855.40 | Real:-873.93 | SL
2026-02-03 17:40:00+00:00 | XAU_USD | LONG | Raw:-846.84 | Real:-865.19 | SL
2026-02-03 20:00:00+00:00 | XAU_USD | LONG | Raw:-838.38 | Real:-856.54 | SL
2026-02-04 07:30:00+00:00 | XAU_USD | LONG | Raw:-829.99 | Real:-847.97 | SL
2026-02-04 13:00:00+00:00 | XAU_USD | LONG | Raw:-821.69 | Real:-839.49 | SL
2026-02-05 01:20:00+00:00 | XAU_USD | SHORT | Raw:-813.48 | Real:-831.10 | SL
2026-02-05 02:10:00+00:00 | XAU_USD | SHORT | Raw:2416.02 | Real:2402.60 | TP
2026-02-05 12:10:00+00:00 | XAU_USD | SHORT | Raw:2488.50 | Real:2474.68 | TP
2026-02-05 21:30:00+00:00 | XAU_USD | SHORT | Raw:2563.16 | Real:2548.92 | TP
2026-02-06 00:15:00+00:00 | XAU_USD | SHORT | Raw:2640.05 | Real:2625.39 | TP
2026-02-06 02:40:00+00:00 | XAU_USD | LONG | Raw:-906.42 | Real:-926.05 | SL
2026-02-06 13:00:00+00:00 | XAU_USD | LONG | Raw:2692.06 | Real:2677.11 | TP
2026-02-06 20:30:00+00:00 | XAU_USD | LONG | Raw:-924.27 | Real:-944.30 | SL
2026-02-09 00:40:00+00:00 | XAU_USD | LONG | Raw:-915.03 | Real:-934.85 | SL
2026-02-09 23:05:00+00:00 | XAU_USD | LONG | Raw:-905.88 | Real:-925.51 | SL
2026-02-09 23:20:00+00:00 | XAU_USD | SHORT | Raw:-896.82 | Real:-916.25 | SL
2026-02-10 02:00:00+00:00 | XAU_USD | SHORT | Raw:-887.85 | Real:-907.09 | SL
2026-02-10 14:30:00+00:00 | XAU_USD | LONG | Raw:2636.93 | Real:2622.28 | TP
2026-02-10 15:55:00+00:00 | XAU_USD | SHORT | Raw:-905.35 | Real:-924.96 | SL
2026-02-10 20:45:00+00:00 | XAU_USD | SHORT | Raw:-896.29 | Real:-915.71 | SL
2026-02-11 10:40:00+00:00 | XAU_USD | LONG | Raw:2661.99 | Real:2647.20 | TP
2026-02-11 11:00:00+00:00 | XAU_USD | LONG | Raw:-913.95 | Real:-933.75 | SL
2026-02-11 14:50:00+00:00 | XAU_USD | SHORT | Raw:-904.81 | Real:-924.41 | SL
2026-02-11 23:10:00+00:00 | XAU_USD | LONG | Raw:-895.76 | Real:-915.17 | SL
2026-02-12 13:45:00+00:00 | XAU_USD | SHORT | Raw:-886.80 | Real:-906.01 | SL
2026-02-12 16:25:00+00:00 | XAU_USD | SHORT | Raw:2633.81 | Real:2619.18 | TP
2026-02-12 23:15:00+00:00 | XAU_USD | SHORT | Raw:-904.27 | Real:-923.86 | SL
2026-02-13 08:05:00+00:00 | XAU_USD | SHORT | Raw:-895.23 | Real:-914.62 | SL
2026-02-13 12:05:00+00:00 | XAU_USD | SHORT | Raw:-886.28 | Real:-905.48 | SL
2026-02-13 13:45:00+00:00 | XAU_USD | LONG | Raw:-877.42 | Real:-896.42 | SL
2026-02-16 00:00:00+00:00 | XAU_USD | LONG | Raw:-868.64 | Real:-887.46 | SL
2026-02-17 07:20:00+00:00 | XAU_USD | SHORT | Raw:-859.96 | Real:-878.58 | SL
2026-02-18 01:00:00+00:00 | XAU_USD | SHORT | Raw:-851.36 | Real:-869.80 | SL
2026-02-18 13:05:00+00:00 | XAU_USD | LONG | Raw:2528.53 | Real:2514.48 | TP
2026-02-19 07:05:00+00:00 | XAU_USD | LONG | Raw:2604.38 | Real:2589.92 | TP
2026-02-19 13:00:00+00:00 | XAU_USD | LONG | Raw:-894.17 | Real:-913.54 | SL
2026-02-19 14:10:00+00:00 | XAU_USD | LONG | Raw:-885.23 | Real:-904.41 | SL
2026-02-19 18:25:00+00:00 | XAU_USD | LONG | Raw:-876.38 | Real:-895.36 | SL
2026-02-19 20:40:00+00:00 | XAU_USD | SHORT | Raw:-867.61 | Real:-886.41 | SL
2026-02-20 05:55:00+00:00 | XAU_USD | SHORT | Raw:-858.94 | Real:-877.54 | SL
2026-02-20 11:45:00+00:00 | XAU_USD | LONG | Raw:-850.35 | Real:-868.77 | SL
2026-02-20 15:05:00+00:00 | XAU_USD | LONG | Raw:-841.84 | Real:-860.08 | SL
2026-02-20 21:50:00+00:00 | XAU_USD | LONG | Raw:2500.28 | Real:2486.39 | TP
2026-02-23 00:15:00+00:00 | XAU_USD | LONG | Raw:-858.43 | Real:-877.02 | SL
2026-02-23 07:25:00+00:00 | XAU_USD | LONG | Raw:-849.84 | Real:-868.25 | SL
2026-02-23 13:20:00+00:00 | XAU_USD | LONG | Raw:-841.35 | Real:-859.57 | SL
2026-02-23 16:00:00+00:00 | XAU_USD | LONG | Raw:-832.93 | Real:-850.98 | SL
2026-02-23 23:10:00+00:00 | XAU_USD | LONG | Raw:2473.81 | Real:2460.07 | TP
2026-02-24 01:35:00+00:00 | XAU_USD | SHORT | Raw:-849.34 | Real:-867.74 | SL
2026-02-24 07:25:00+00:00 | XAU_USD | SHORT | Raw:-840.85 | Real:-859.06 | SL
2026-02-24 13:55:00+00:00 | XAU_USD | SHORT | Raw:2497.32 | Real:2483.45 | TP
2026-02-24 21:30:00+00:00 | XAU_USD | LONG | Raw:-857.41 | Real:-875.99 | SL
2026-02-25 20:55:00+00:00 | XAU_USD | SHORT | Raw:2546.52 | Real:2532.37 | TP
2026-02-25 21:15:00+00:00 | XAU_USD | SHORT | Raw:-874.30 | Real:-893.24 | SL
2026-02-26 08:45:00+00:00 | XAU_USD | LONG | Raw:-865.56 | Real:-884.31 | SL
2026-02-26 14:30:00+00:00 | XAU_USD | SHORT | Raw:2570.71 | Real:2556.44 | TP
2026-02-27 00:35:00+00:00 | XAU_USD | LONG | Raw:-882.61 | Real:-901.73 | SL
2026-02-27 09:45:00+00:00 | XAU_USD | LONG | Raw:-873.79 | Real:-892.71 | SL
2026-02-27 16:10:00+00:00 | XAU_USD | LONG | Raw:2595.14 | Real:2580.73 | TP
2026-03-01 23:10:00+00:00 | XAU_USD | LONG | Raw:2673.00 | Real:2658.15 | TP
2026-03-02 04:35:00+00:00 | XAU_USD | LONG | Raw:-917.73 | Real:-937.61 | SL
2026-03-02 07:15:00+00:00 | XAU_USD | LONG | Raw:2725.66 | Real:2710.52 | TP
2026-03-02 08:40:00+00:00 | XAU_USD | LONG | Raw:-935.81 | Real:-956.08 | SL
2026-03-02 14:45:00+00:00 | XAU_USD | LONG | Raw:-926.45 | Real:-946.52 | SL
2026-03-02 16:25:00+00:00 | XAU_USD | SHORT | Raw:-917.19 | Real:-937.05 | SL
2026-03-02 23:20:00+00:00 | XAU_USD | LONG | Raw:-908.01 | Real:-927.68 | SL
2026-03-03 06:10:00+00:00 | XAU_USD | SHORT | Raw:2696.80 | Real:2681.82 | TP
2026-03-03 10:00:00+00:00 | XAU_USD | SHORT | Raw:-925.90 | Real:-945.96 | SL
2026-03-03 11:25:00+00:00 | XAU_USD | SHORT | Raw:2749.93 | Real:2734.66 | TP
2026-03-03 13:10:00+00:00 | XAU_USD | SHORT | Raw:-944.14 | Real:-964.60 | SL
2026-03-03 14:25:00+00:00 | XAU_USD | SHORT | Raw:-934.70 | Real:-954.95 | SL
2026-03-03 15:15:00+00:00 | XAU_USD | SHORT | Raw:2776.06 | Real:2760.64 | TP
2026-03-03 20:20:00+00:00 | XAU_USD | SHORT | Raw:-953.11 | Real:-973.76 | SL
2026-03-04 00:40:00+00:00 | XAU_USD | SHORT | Raw:-943.58 | Real:-964.02 | SL
2026-03-04 04:10:00+00:00 | XAU_USD | SHORT | Raw:-934.15 | Real:-954.38 | SL
2026-03-04 10:05:00+00:00 | XAU_USD | LONG | Raw:2774.42 | Real:2759.01 | TP
2026-03-04 12:15:00+00:00 | XAU_USD | LONG | Raw:-952.55 | Real:-973.19 | SL
2026-03-04 13:20:00+00:00 | XAU_USD | LONG | Raw:-943.02 | Real:-963.45 | SL
